('155', '3a47695428d0463a93124e45c390a708b68b6023', 0.9263070416828638)
('593', '08f7da201f696c98f68c52215dced2992302258a', 0.12022474303939919)
('523', 'd1932884ee19a5ec819788e5f33b4c5f38b0dd37', 0.12001768298425923)
('835', 'cd17f62c886cd76a35f38138c31890df80698168', 0.12000926386078345)
('163', '037c9488f6ec1d6980749423ee341145e5c3501a', 0.1199405097962104)
('717', '1b762294695157d14ca61db1d0aff8d7fa2a655c', 0.11981244311900267)
('717', '9f831b7c7c254d395ea71c00318811cb82ffa468', 0.1189929189561858)
('708', 'a344ff0e1c29b1710034cf7a6a1d41450be775ee', 0.11845413943785287)
('727', '25b898397b3f59b2b6f72c1e4c46e81a4024ab3d', 0.11713590782298677)
('714', '3a174c64ee64d397f3f2355a486b49e7cf3358c1', 0.1167112198107769)
('219', '00bffd54bce6c706e0a976c70e4fc0a7d4d5291b', 0.11664865734206599)
('219', '9f831b7c7c254d395ea71c00318811cb82ffa468', 0.11535754870194284)
('291', '529f3990a62d1ff5be8188176838b7f2de9207f2', 0.11485092260174112)
('593', '529f3990a62d1ff5be8188176838b7f2de9207f2', 0.11437020238317375)
('850', '018c8de5b275732598f7709693787fdd313392e0', 0.11434388238337011)
('669', '6645dbd87063e7cb8086fa0ec7294e6fb19e20fb', 0.11354595371043207)
('632', 'd20017c43ddb1bb715d61f1489b669dec6be21cd', 0.11323144041155374)
('593', 'f5bb6a60caa6b036815ac72037dfe05ced00e8be', 0.11279288185788511)
('388', '3a174c64ee64d397f3f2355a486b49e7cf3358c1', 0.11278427627238596)
('753', '25b898397b3f59b2b6f72c1e4c46e81a4024ab3d', 0.11244005560717675)
('441', '34efb8786998ad1ce2ced58bd69b1cecd2889836', 0.11212368822924731)
('747', '2da7633cf206120d5b20f41c2d2ccc3848f565ef', 0.11195850950880613)
('414', '34efb8786998ad1ce2ced58bd69b1cecd2889836', 0.11167687173928931)
('152', '6747f3a416d0a021513fdca8e0e59d30414b3d59', 0.11167040008823303)
('639', '3b4c13dacf4750bc5459dc3acfe31b42c9214ee1', 0.11155298241011342)
('703', '6d63a8bbf24437969f5bb85acb05988ec8626e2b', 0.11135606032921627)
('753', 'f5bb6a60caa6b036815ac72037dfe05ced00e8be', 0.1113500968667593)
('697', '08f7da201f696c98f68c52215dced2992302258a', 0.11124161649263371)
('727', 'f5bb6a60caa6b036815ac72037dfe05ced00e8be', 0.11042237889342872)
('708', 'f5bb6a60caa6b036815ac72037dfe05ced00e8be', 0.10997818787266514)
('727', '34efb8786998ad1ce2ced58bd69b1cecd2889836', 0.1099549210696729)
('170', '2d6c4cf83200dbf6e6fdd004acb4f14831023fac', 0.10969128940083317)
('291', '3b4c13dacf4750bc5459dc3acfe31b42c9214ee1', 0.10937883470567991)
('441', '2da7633cf206120d5b20f41c2d2ccc3848f565ef', 0.10902512791378753)
('850', '3a174c64ee64d397f3f2355a486b49e7cf3358c1', 0.10881427159567746)
('708', '1b762294695157d14ca61db1d0aff8d7fa2a655c', 0.10875369162732214)
('291', '25b898397b3f59b2b6f72c1e4c46e81a4024ab3d', 0.10827079224948827)
('747', '6d63a8bbf24437969f5bb85acb05988ec8626e2b', 0.10815060222242939)
('714', 'e06ac6779b32f55c4e88cdfba29ac22144aa7258', 0.10788892497647291)
('703', '2da7633cf206120d5b20f41c2d2ccc3848f565ef', 0.10614857519879917)
('593', '6d63a8bbf24437969f5bb85acb05988ec8626e2b', 0.10556821752119432)
('714', '1b762294695157d14ca61db1d0aff8d7fa2a655c', 0.10531613940042414)
('783', 'd056999d873659901a1eec6647ebe0fa415a9274', 0.10473488301866667)
('766', '2da7633cf206120d5b20f41c2d2ccc3848f565ef', 0.1040637675471655)
('414', '2d6c4cf83200dbf6e6fdd004acb4f14831023fac', 0.10373061320740389)
('388', '34efb8786998ad1ce2ced58bd69b1cecd2889836', 0.1032419372631003)
('593', '037c9488f6ec1d6980749423ee341145e5c3501a', 0.10268293825752291)
('823', '9c2e95f66bf2a56327e0e4b382795a586766c173', 0.1018897451420025)
('224', 'ba302cd81b1328df91ea526f5c002e066bea1df3', 0.10145387432348174)
('714', '08f7da201f696c98f68c52215dced2992302258a', 0.10108574521486809)
('670', '529f3990a62d1ff5be8188176838b7f2de9207f2', 0.10084199529480174)
('697', '9c2e95f66bf2a56327e0e4b382795a586766c173', 0.10029664687435484)
('806', 'f6cb0e014d5eab9e48d4b589ee6c56d34bfbe764', 0.09990071997562722)
('669', '018c8de5b275732598f7709693787fdd313392e0', 0.09984182429334154)
('501', '529f3990a62d1ff5be8188176838b7f2de9207f2', 0.09968786878143832)
('260', '037c9488f6ec1d6980749423ee341145e5c3501a', 0.09946304104272169)
('835', '25b898397b3f59b2b6f72c1e4c46e81a4024ab3d', 0.09923051146894933)
('158', '3a174c64ee64d397f3f2355a486b49e7cf3358c1', 0.09870464895395863)
('717', 'a344ff0e1c29b1710034cf7a6a1d41450be775ee', 0.09806133217880783)
('714', '6747f3a416d0a021513fdca8e0e59d30414b3d59', 0.09775753695851082)
('835', '36f750a10a637744da8834e834500d6d55ed96f7', 0.09756357843118232)
('414', '36f750a10a637744da8834e834500d6d55ed96f7', 0.09672349481668639)
('850', '9c2e95f66bf2a56327e0e4b382795a586766c173', 0.09627816235840446)
('703', '36f750a10a637744da8834e834500d6d55ed96f7', 0.09567461912762999)
('717', '018c8de5b275732598f7709693787fdd313392e0', 0.09552788285601499)
('501', '2dd75fbec40e062c2f242c232a17cb30d5253a4c', 0.09506586023023833)
('593', '039da3491a462fed46876dfe26135961642db286', 0.09500174643506747)
('835', '3b4c13dacf4750bc5459dc3acfe31b42c9214ee1', 0.09498530037042292)
('330', '039da3491a462fed46876dfe26135961642db286', 0.09413959928531782)
('25', '34efb8786998ad1ce2ced58bd69b1cecd2889836', 0.09393658833120032)
('246', '529f3990a62d1ff5be8188176838b7f2de9207f2', 0.09389763634465967)
('717', '6d63a8bbf24437969f5bb85acb05988ec8626e2b', 0.09368916176982792)
('158', '018c8de5b275732598f7709693787fdd313392e0', 0.09337490352473245)
('747', '36f750a10a637744da8834e834500d6d55ed96f7', 0.09249845010713695)
('158', '34efb8786998ad1ce2ced58bd69b1cecd2889836', 0.09198104816519828)
('593', '2d6c4cf83200dbf6e6fdd004acb4f14831023fac', 0.09150872231217698)
('260', 'f4563e07cfa9396658791af9e087f31c5ec0fe38', 0.0914503693785477)
('714', 'ba302cd81b1328df91ea526f5c002e066bea1df3', 0.09119148408250215)
('727', 'e1217d20bc010b5d4a935b3323b287d3e1932710', 0.09079298356987729)
('697', 'b69b8d67e09d22470cf8fdba898e8e6aaf628d0c', 0.09036290753647383)
('388', 'd1932884ee19a5ec819788e5f33b4c5f38b0dd37', 0.09012349693186852)
('838', 'f4563e07cfa9396658791af9e087f31c5ec0fe38', 0.08993231147283313)
('850', '36f750a10a637744da8834e834500d6d55ed96f7', 0.08993078663690247)
('714', '89015048b496fe08588b89f97e5fea6802100767', 0.08954210788690224)
('835', '2d6c4cf83200dbf6e6fdd004acb4f14831023fac', 0.08909580034463314)
('632', '00bffd54bce6c706e0a976c70e4fc0a7d4d5291b', 0.08891575406732592)
('823', '3a174c64ee64d397f3f2355a486b49e7cf3358c1', 0.08845288853182046)
('414', 'e1217d20bc010b5d4a935b3323b287d3e1932710', 0.0883522320423988)
('146', '2dd75fbec40e062c2f242c232a17cb30d5253a4c', 0.0883351715009294)
('697', 'a344ff0e1c29b1710034cf7a6a1d41450be775ee', 0.08804098552138066)
('170', '2da7633cf206120d5b20f41c2d2ccc3848f565ef', 0.08803841741707959)
('806', '3b4c13dacf4750bc5459dc3acfe31b42c9214ee1', 0.08799562287876478)
('766', '34efb8786998ad1ce2ced58bd69b1cecd2889836', 0.08790953836844663)
('388', '2d6c4cf83200dbf6e6fdd004acb4f14831023fac', 0.08726172342518429)
('708', '6645dbd87063e7cb8086fa0ec7294e6fb19e20fb', 0.08705960254991389)
('414', '039da3491a462fed46876dfe26135961642db286', 0.08612284131766491)
('523', '34efb8786998ad1ce2ced58bd69b1cecd2889836', 0.08610748284654786)
('224', '0c8be1ef079b0ab961d46bbe7ba9136124e882a2', 0.08502533701952981)
('783', 'd20017c43ddb1bb715d61f1489b669dec6be21cd', 0.08464274300146919)
('163', '34efb8786998ad1ce2ced58bd69b1cecd2889836', 0.08440567872183272)
('783', '5397a587bdc3553547e9bd1ec134731c807d20e2', 0.08357561858101663)
('717', 'f5bb6a60caa6b036815ac72037dfe05ced00e8be', 0.08346270329866944)
('714', '037c9488f6ec1d6980749423ee341145e5c3501a', 0.08332852206496819)
('260', '529f3990a62d1ff5be8188176838b7f2de9207f2', 0.08329194303932316)
('703', '2d6c4cf83200dbf6e6fdd004acb4f14831023fac', 0.0831827634525246)
('526', '529f3990a62d1ff5be8188176838b7f2de9207f2', 0.0829802728361648)
('25', 'f4563e07cfa9396658791af9e087f31c5ec0fe38', 0.08275764255945477)
('639', '5397a587bdc3553547e9bd1ec134731c807d20e2', 0.08270093874011591)
('593', '3a174c64ee64d397f3f2355a486b49e7cf3358c1', 0.08259703281416948)
('714', '0c930de8a92e0f740d05d44f54e065c4e35a4b4a', 0.08238605955350324)
('747', '2d6c4cf83200dbf6e6fdd004acb4f14831023fac', 0.080913119632505)
('260', 'cd17f62c886cd76a35f38138c31890df80698168', 0.0806077876156555)
('192', '9c2e95f66bf2a56327e0e4b382795a586766c173', 0.08035692468485008)
('414', '6d63a8bbf24437969f5bb85acb05988ec8626e2b', 0.08011291452581262)
('593', '6891e5011099516aeccc6b3ea8f9bc956086e0eb', 0.08006841003652498)
('146', 'b69b8d67e09d22470cf8fdba898e8e6aaf628d0c', 0.07997143348237604)
('219', 'a344ff0e1c29b1710034cf7a6a1d41450be775ee', 0.07989749438383724)
('593', 'e06ac6779b32f55c4e88cdfba29ac22144aa7258', 0.07957139678885398)
('260', 'a73f47a1cbd3a2e072c46f283ca08f3c4c54fdf0', 0.07948253068498796)
('523', '3a174c64ee64d397f3f2355a486b49e7cf3358c1', 0.07932735018299474)
('766', '2d6c4cf83200dbf6e6fdd004acb4f14831023fac', 0.07912399735214505)
('703', 'f5bb6a60caa6b036815ac72037dfe05ced00e8be', 0.07892582354950416)
('414', '08f7da201f696c98f68c52215dced2992302258a', 0.07891358274679043)
('727', '037c9488f6ec1d6980749423ee341145e5c3501a', 0.07859990905240073)
('209', '5397a587bdc3553547e9bd1ec134731c807d20e2', 0.07859965852387998)
('697', '3a174c64ee64d397f3f2355a486b49e7cf3358c1', 0.07857258271241348)
('747', 'f5bb6a60caa6b036815ac72037dfe05ced00e8be', 0.07836188387189644)
('838', 'a73f47a1cbd3a2e072c46f283ca08f3c4c54fdf0', 0.07816313651640792)
('170', 'e06ac6779b32f55c4e88cdfba29ac22144aa7258', 0.07811453884290324)
('593', '5397a587bdc3553547e9bd1ec134731c807d20e2', 0.07810714512460239)
('388', '9f831b7c7c254d395ea71c00318811cb82ffa468', 0.07783910007941627)
('727', '36f750a10a637744da8834e834500d6d55ed96f7', 0.07781216720088725)
('388', '6645dbd87063e7cb8086fa0ec7294e6fb19e20fb', 0.07771916192082799)
('593', '3b4c13dacf4750bc5459dc3acfe31b42c9214ee1', 0.07771611194316266)
('717', 'd056999d873659901a1eec6647ebe0fa415a9274', 0.07716888481207936)
('163', '2d6c4cf83200dbf6e6fdd004acb4f14831023fac', 0.07678250129239193)
('766', '36f750a10a637744da8834e834500d6d55ed96f7', 0.07642580493261703)
('708', 'd1932884ee19a5ec819788e5f33b4c5f38b0dd37', 0.07630164271570967)
('727', 'd1932884ee19a5ec819788e5f33b4c5f38b0dd37', 0.07622921126550893)
('639', 'd1932884ee19a5ec819788e5f33b4c5f38b0dd37', 0.07614783015890478)
('717', '037c9488f6ec1d6980749423ee341145e5c3501a', 0.07567391358027156)
('414', '3a174c64ee64d397f3f2355a486b49e7cf3358c1', 0.07564155597186058)
('714', '2dd75fbec40e062c2f242c232a17cb30d5253a4c', 0.07546488851410563)
('676', 'f5bb6a60caa6b036815ac72037dfe05ced00e8be', 0.07541209012366502)
('753', 'e1217d20bc010b5d4a935b3323b287d3e1932710', 0.07519374735244048)
('501', '9f831b7c7c254d395ea71c00318811cb82ffa468', 0.07503992897339716)
('593', '89015048b496fe08588b89f97e5fea6802100767', 0.07438491596128734)
('669', '5397a587bdc3553547e9bd1ec134731c807d20e2', 0.07431876714305906)
('163', 'ba302cd81b1328df91ea526f5c002e066bea1df3', 0.07419798838369014)
('593', 'd056999d873659901a1eec6647ebe0fa415a9274', 0.07407917223415121)
('146', '2da7633cf206120d5b20f41c2d2ccc3848f565ef', 0.07385289983378254)
('714', '529f3990a62d1ff5be8188176838b7f2de9207f2', 0.07370214007426978)
('823', '2da7633cf206120d5b20f41c2d2ccc3848f565ef', 0.07355474013516632)
('835', '018c8de5b275732598f7709693787fdd313392e0', 0.07352137475839633)
('192', '2da7633cf206120d5b20f41c2d2ccc3848f565ef', 0.07350139817755313)
('806', '5397a587bdc3553547e9bd1ec134731c807d20e2', 0.07344141182391191)
('146', '0c930de8a92e0f740d05d44f54e065c4e35a4b4a', 0.07305965989785289)
('708', '2da7633cf206120d5b20f41c2d2ccc3848f565ef', 0.07294930929116612)
('501', '6747f3a416d0a021513fdca8e0e59d30414b3d59', 0.07276370059314709)
('761', '34efb8786998ad1ce2ced58bd69b1cecd2889836', 0.07236490309250815)
('727', '08f7da201f696c98f68c52215dced2992302258a', 0.0722698078677177)
('170', 'b69b8d67e09d22470cf8fdba898e8e6aaf628d0c', 0.07146359775648917)
('727', '3a174c64ee64d397f3f2355a486b49e7cf3358c1', 0.07114618886195627)
('146', '34efb8786998ad1ce2ced58bd69b1cecd2889836', 0.07090901824692712)
('639', '9f831b7c7c254d395ea71c00318811cb82ffa468', 0.07044379361105048)
('783', '529f3990a62d1ff5be8188176838b7f2de9207f2', 0.07015951708945621)
('526', '2da7633cf206120d5b20f41c2d2ccc3848f565ef', 0.0699318346285352)
('25', '037c9488f6ec1d6980749423ee341145e5c3501a', 0.06959424771145103)
('163', '5397a587bdc3553547e9bd1ec134731c807d20e2', 0.06925030684713977)
('717', '6891e5011099516aeccc6b3ea8f9bc956086e0eb', 0.06915122910905018)
('25', '2dd75fbec40e062c2f242c232a17cb30d5253a4c', 0.06884585117930181)
('526', 'd20017c43ddb1bb715d61f1489b669dec6be21cd', 0.06878422793482042)
('246', '2da7633cf206120d5b20f41c2d2ccc3848f565ef', 0.06875117035325953)
('219', 'd20017c43ddb1bb715d61f1489b669dec6be21cd', 0.06871394738670322)
('388', 'f5bb6a60caa6b036815ac72037dfe05ced00e8be', 0.06869810323327191)
('291', '018c8de5b275732598f7709693787fdd313392e0', 0.06841238858548826)
('697', '36f750a10a637744da8834e834500d6d55ed96f7', 0.06825668647169282)
('224', '4acfbcefbbb54282e2a7f97014057c35ed55a49c', 0.06810651869637524)
('850', '3b4c13dacf4750bc5459dc3acfe31b42c9214ee1', 0.0680383958639724)
('708', '0c930de8a92e0f740d05d44f54e065c4e35a4b4a', 0.06781082142365072)
('219', '3a174c64ee64d397f3f2355a486b49e7cf3358c1', 0.06775991291609153)
('291', '037c9488f6ec1d6980749423ee341145e5c3501a', 0.0676732864183813)
('835', '00bffd54bce6c706e0a976c70e4fc0a7d4d5291b', 0.0675682207878129)
('783', 'cd17f62c886cd76a35f38138c31890df80698168', 0.06740047085554891)
