issue_id,issue_content
1069,pass druid ddl filter parameter log event convert description tsdb function tsdb care ddl dml dcl skipped image problems fastsql support dcl ddl filters tsdb functions ensure correctness ddl history write filter ensure permission problem table structure compared https cla assistant io pull badge not_signed https cla assistant io alibaba canal pull request br submission open source projects sign https cla assistant io alibaba canal pull request accept contribution br hr wuwo git hub user git hub sign cla git hub https github articles commits linked wrong user commits linked user br signed cla status pending https cla assistant io check alibaba canal pull request https cla assistant io pull badge not_signed https cla assistant io alibaba canal pull request br submission open source projects sign https cla assistant io alibaba canal pull request accept contribution br hr wuwo git hub user git hub sign cla git hub https github articles commits linked wrong user commits linked user br signed cla status pending https cla assistant io check alibaba canal pull request change risk fastsql parse parsing normal ddl statements exception ddl result returns query ignore log ddl parsed exception ddl parsed exception query ddl exception difference druid filter parsed unsubscribed table filtered rolled tsdb normal ddl parsing failed query dcl filtering enabled ddl change lose normal ddl resolution ddl filtering enabled ddl lost correctness tsdb function tied filter query ddl filter query dml filter query dcl estimated users aware problem elegant adjustments tks
1066,ddl lost binlog synchronization mysql version canalserver version process real time synchronization binlog processing dml tens seconds ddl statement client ddl statement reason canal instance ddl isolation configuration false issue yxzhang issue yxzhang logic dba add table field inconsistent processing pass canal entry event type alter ddl deal ddl statement dba add field table replaced clone table previous table drop change table clone table table pay attention ddl strictly speaking canal server lose binlog didn false alarm canal instance ddl isolation isolation open suggestion practice pt schema change online ghost canal instance ddl isolation true open separated dml multiple batches batch ddl difference essence data synchronization batch ddl essence difference data synchronization ve understood practice pt schema change online ghost don piece
1065,npe canal server manager pass master position gtid mode npe generated master position passed gtid mode canal server manager https cla assistant io pull badge signed https cla assistant io alibaba canal pull request br committers signed cla tks canal server manager docked console agapple platform based canal incremental data synchronization set consoles set consoles haven core functions
1064,version golang client error message fatal error proto messages illegal tag wire type exit status picture called https github canal client canal issues issue looked error occurred operation proto decoding operation time testing pass wrong occasionally data time database operating resolved
1063,rocket mq partition sending commit rocket mq partition sending commit url
1061,abnormal gc problem version simple secondary development achieve data transmission kafka multi partition pinpoint monitoring tool server trigger heap memory gc setting maximum memory consumer problem start start sh content modified specific reasons investigated people problem
1060,admin guide document updated operating pure java development windows linux support jdk recommends stable version higher alibaba version basically mysql request canal supports mysql version mysql support mysql version rigorously tested theoretically compatible fixed
1059,canal connector removes running method canal connector removes running method running method called internally
1058,doubts docker pattern docker container container docker rm remove container image start container removed exists port occupied modify container startup script start container explaining basic operation docker online
1057,kafka canal adapter distributed bug solve problem distributed synchronous synchronously restart kafka sync canal adapter missing data bug
1056,group thread pool initialized
1055,code sorting
1054,add flat message support rocketmq support rocketmq queues hashing distribute flat message tks
1053,support transaction grouping database operation multi table operation transaction nature group data packet data output group transaction data transaction parcel service combined based block data transaction parcel service combined based block support python docking synchronize data kafka version support direct delivery data kafka consumed python client kafka version support direct delivery data kafka consumed python client kafka configure data kafka python commit record version git hub wrote remove kafka server transactionbegin transactionend judge version handle transaction operation determine transaction
1052,canal start normal client binlog mysql version canal logs log info spring support property placeholder configurer loading properties file path resource info spring support property placeholder configurer loading properties file path resource warn beans generic type aware property descriptor invalid java bean property connection charset accessed ambiguous write methods info spring support property placeholder configurer loading properties file path resource info spring support property placeholder configurer loading properties file path resource error alibaba druid pool druid data source test idle true validation query set info otter canal instance spring canal instance spring start cannal instance info otter canal instance core canal instance subscribe filter change info otter canal instance core canal instance start successful warn inbound mysql rds rds binlog event parser proxy prepare start position master status info otter canal instance core canal instance subscribe filter change warn inbound mysql rds rds binlog event parser proxy start position entry position info otter canal instance core canal instance subscribe filter change canal canal log error error otter canal server netty handler session handler wrong channel exception java io io exception connection reset peer sun nio ch file dispatcher impl read method sun nio ch socket dispatcher read socket dispatcher java sun nio ch io util read buffer io util java sun nio ch io util read io util java sun nio ch socket channel impl read socket channel impl java org jboss netty channel socket nio nio worker read nio worker java org jboss netty channel socket nio nio worker process selected nio worker java org jboss netty channel socket nio nio worker nio worker java org jboss netty util internal io worker runnable io worker runnable java java util concurrent thread pool executor worker thread pool executor java java util concurrent thread pool executor worker thread pool executor java java lang thread thread java connection reset peer estimated free link closed connection reset peer estimated free link closed solve advise solved
1051,binlog change client responding mysql canal docker mode deploy startups normal mysql binlog file mapping host var lib mysql directory operation database client response print count problem binlog file location mysql version problem check canal log server stand mode set parallel parameter false error log null pointer error message friendly
1050,modify hbase configuration item
1049,version configuration kafka group kafka test
1047,tablemeta tsdb data increases expiration cleanup ability table meta tsdb介绍 https github alibaba canal wiki table meta tsdb thinking problem tablemeta checkpoint hours generate snapshot data persistence running time longer longer snapshot data expand add expire strategy periodically clean stale data design ideas add parameters canal instance tsdb snapshot interval canal instance tsdb snapshot expire periodically clean snapshot data exceeds expire time interval interval note snapshot initial init retained binlog_timestamp avoid snapshot data cleaned
1046,column type tinyint unsigned column canal incorrect actual data greater column type tinyint unsigned actual data greater canal processed converted string negative log event convert java recommended modified single bit java type types tinyint java type types bit buffer null column builder set null true serializable buffer single bit java type types tinyint number java type types bit https github alibaba canal blob master parse src main java alibaba otter canal parse inbound mysql dbsync log event convert java convenient provide sql testing
1045,modify configuration tks
1044,canal filtered expression expression large caused alibaba otter canal filter exception canal filter exception org apache oro text regex malformed pattern exception expression large caused org apache oro text regex malformed pattern exception expression large org apache oro text regex perl compiler compile unknown source org apache oro text regex perl compiler compile unknown source alibaba otter canal filter pattern utils apply pattern utils java alibaba otter canal filter pattern utils apply pattern utils java google common collect computing concurrent hash map computing reference compute computing concurrent hash map java google common collect computing concurrent hash map computing segment compute computing concurrent hash map java google common collect computing concurrent hash map computing segment compute computing concurrent hash map java google common collect computing concurrent hash map compute computing concurrent hash map java google common collect map maker computing map adapter map maker java alibaba otter canal filter pattern utils pattern pattern utils java alibaba otter canal filter aviater regex function regex function java script_ _ execute unknown source googlecode aviator expression execute expression java alibaba otter canal filter aviater aviater regex filter filter aviater regex filter java alibaba otter canal parse inbound mysql dbsync log event convert parse rows event table meta log event convert java alibaba otter canal parse inbound mysql mysql multi stage coprocessor simple parser stage event mysql multi stage coprocessor java alibaba otter canal parse inbound mysql mysql multi stage coprocessor simple parser stage event mysql multi stage coprocessor java lmax disruptor batch event processor process events batch event processor java lmax disruptor batch event processor batch event processor java java util concurrent executors runnable adapter executors java java util concurrent future task future task java java util concurrent thread pool executor worker thread pool executor java java util concurrent thread pool executor worker thread pool executor java java lang thread thread java question strange problem execute expression wait revisit carefully debugging canal expression calculation module pattern pub_operation_log tb_operation_log_ pub_operation_log tb_operation_log_ pub_operation_log tb_operation_log_ pub_operation_log tb_operation_log_ pub_operation_log tb_operation_log_ pub_operation_log tb_operation_log_ pub_operation_log tb_operation_log_ pub_operation_log tb_operation_log_ pub_operation_log tb_operation_log_ pub_operation_log tb_operation_log_ pub_operation_log tb_operation_log_ pub_operation_log tb_operation_log_ pub_operation_log tb_operation_log_ pub_operation_log tb_operation_log_ pub_operation_log tb_operation_log_ pub_operation_log tb_operation_log_ pub_operation_log tb_operation_log_ pub_operation_log tb_operation_log_ pub_operation_log tb_operation_log_ pub_operation_log tb_operation_log_ pub_operation_log tb_operation_log_ pub_operation_log tb_operation_log_ pub_operation_log tb_operation_log_ pub_operation_log tb_operation_log_ target tts_operation_log tb_operation_log_ otter configuration library pub_operation_log tb_operation_log_ table 个 pub_operation_log tb_operation_log_ expression running demo idea error java constant string database tables pay attention strings library regular matching match
1043,canal parse mysql binlog god operating centos database version mysql cnf file mysql server log bin mysql bin binlog format row configuration finished picture https user images githubusercontent dfe cfb bac png canal mysql open permissions repl_slave_priv https user images githubusercontent bba png monitor canal log tail logs log start start canal log content https user images githubusercontent bdbe dccd png canal configuration item https user images githubusercontent dd dc bced png parameter screenshot canal instance filter regex executing sql view files binlog log subject change https user images githubusercontent ae png figure position binlog bit problematic correct posture usr bin mysqlbinlog mysql bin https user images githubusercontent bd fb png test database user table executed sql canal log changed canal client connect canal server canal server parse mysql binlog description clear correct project print directory carefully big god prints directory binlog log generated visible log file log agapple https user images githubusercontent dbca ce cf png
1042,canal adapter readme md
1041,canal startup bat script tar gz prompts command syntax incorrect testing windows environment grammar error message content submit repaired pr https user images githubusercontent db da png level questions basic bat usage google
1040,canal cluster hung zk node deleted data repeated sever canal cluster hung zk node deleted data repeated sever data repeated data repeated repeat normal agapple avoid data repeating wiki
1039,specification note tks
1038,canal send kafka topic implementing partition time message partition canal version messages kafka supporting messages partition key distribute partitions https github alibaba canal wiki canal kafka rocket mq quick start upcoming supports hashing
1037,improve adapter launcher hbase adaper functions perfect adapter launcher perfect hbase adaper add hbase etl function add client sync ettl sync lock functions tks
1036,clients connect docker deploys canal canal deployed docker start service port docker host ip virtual ip access virtual ip client connection canal start service client receive canal server outputs otter canal server netty handler session handler message receives session handler solve ip problem follow docker script quick start started host mode port mapping
1034,canal canal entry received client parsed executable sql statement master mysql executed sql slave canal received canal entry object parses object executable sql sync database mysql cost lot effort assemble sql assemble wouldn situation convenient version ddl operations sql dml operation sql canal project sample code db https github alibaba canal tree master src main java alibaba otter canal db
1032,alpha version add configurable row parameter true alpha version add configurable row parameter true enable parsing performance issue canal server embedded https user images githubusercontent bd bc df png https user images githubusercontent png
1031,adapter launcher project add adapter launcher springboot project
1030,start error log warn inbound mysql rds rds binlog event parser proxy prepare start position master status warn inbound mysql rds rds binlog event parser proxy start position entry position affect
1029,update t_canal_table table mysql records field capacity number fields canal parsing bin log error column size match table database_canal t_canal_table update statement sql update t_canal_table set update_time str datetime datetime exception caused alibaba otter canal parse exception canal parse exception parse row data failed caused alibaba otter canal parse exception canal parse exception column size match table glocalme_css_tcanal t_css_vsim error inbound mysql rds rds binlog event parser proxy dump address error retrying caused alibaba otter canal parse exception canal parse exception alibaba otter canal parse exception canal parse exception parse row data failed table exists ddl column delete operation open tsdb support agapple operation perform ddl delete operation
1028,kafka flat message model null set canal kafka model flat message database null set phenomenon https user images githubusercontent png description null kafka message body recommended null varchar type null distinguished https user images githubusercontent ba png https cla assistant io pull badge signed https cla assistant io alibaba canal pull request br committers signed cla https cla assistant io pull badge not_signed https cla assistant io alibaba canal pull request br submission open source projects sign https cla assistant io alibaba canal pull request accept contribution br hr titeng jiang git hub user git hub sign cla git hub https github articles commits linked wrong user commits linked user br signed cla status pending https cla assistant io check alibaba canal pull request
1027,rocket mq increase support flat message order improve rocketmq binlog distribution performance increase data fragmentation support fragmentation data consistency increased guaranteed fragmentation based choices table level open primary key modified monitor event pay attention order suitable topic mysql database instance database instances topics tag library table distinguish table individual queue library table entire library queue configuration transferred expmle configuration code submitted
1026,canal varchar null processing canal kafka receive message column null set type received understood null varchar distinguish text types null single column object getis null method determine column null canal entry column ls correct answer
1025,destination user_cards error alibaba otter canal kafka producer canal kafka starter process error java lang null pointer exception null alibaba otter canal store memory memory event store buffer calculate size memory event store buffer java alibaba otter canal store memory memory event store buffer memory event store buffer java alibaba otter canal store memory memory event store buffer memory event store buffer java alibaba otter canal server embedded canal server embedded events canal server embedded java alibaba otter canal server embedded canal server embedded ack canal server embedded java alibaba otter canal server embedded canal server embedded ack canal server embedded java alibaba otter canal kafka producer canal kafka starter worker canal kafka starter java alibaba otter canal kafka producer canal kafka starter access canal kafka starter java alibaba otter canal kafka producer canal kafka starter canal kafka starter java java util concurrent thread pool executor worker thread pool executor java java util concurrent thread pool executor worker thread pool executor java java lang thread thread java info alibaba otter canal kafka producer canal kafka starter canal consumer user_cards running error alibaba otter canal kafka producer canal kafka starter process error java lang null pointer exception null alibaba otter canal store memory memory event store buffer calculate size memory event store buffer java alibaba otter canal store memory memory event store buffer memory event store buffer java alibaba otter canal store memory memory event store buffer memory event store buffer java alibaba otter canal server embedded canal server embedded events canal server embedded java alibaba otter canal server embedded canal server embedded ack canal server embedded java alibaba otter canal server embedded canal server embedded ack canal server embedded java alibaba otter canal kafka producer canal kafka starter worker canal kafka starter java alibaba otter canal kafka producer canal kafka starter access canal kafka starter java alibaba otter canal kafka producer canal kafka starter canal kafka starter java java util concurrent thread pool executor worker thread pool executor java java util concurrent thread pool executor worker thread pool executor java java lang thread thread java violently deleted znode zk restart canal reload instance canal server configuration canal server delete zknode restart validate location definition instance ps server delete server refresh zknode deleting zknode advance sense btw stopped canal delete znode server upstream database master status takes binlog file position restart canal server problem canal server instance reported upstream library update operation canal server report error instance error latest version canal deployer deploys kafka synchronization issues fixed ps version merged canal kafka project canal deployer modify canal server mode kafka canal properties question error alibaba otter canal kafka producer canal kafka starter process error java lang null pointer exception null alibaba otter canal store helper canal event utils create position canal event utils java alibaba otter canal store memory memory event store buffer position memory event store buffer java alibaba otter canal store memory memory event store buffer position memory event store buffer java alibaba otter canal server embedded canal server embedded ack canal server embedded java alibaba otter canal server embedded canal server embedded ack canal server embedded java alibaba otter canal kafka producer canal kafka starter worker canal kafka starter java alibaba otter canal kafka producer canal kafka starter access canal kafka starter java alibaba otter canal kafka producer canal kafka starter canal kafka starter java java util concurrent thread pool executor worker thread pool executor java java util concurrent thread pool executor worker thread pool executor java java lang thread thread java
1024,canal support drds database error canal parse inbound mysql dbsync direct log fetcher error reading client socket java io io exception received error packet errno sqlstate hy errmsg unknown command daoshunli canal binlog simulates mysql dump protocol drds direct support binlog protocol subscribe rds drds subscribe
1023,canal parse inbound mysql dbsync log event convert table parser error warn canal parse inbound mysql dbsync log event convert table parser error header suddenly encountered abnormality today table synchronization unsuccessful normal today suddenly abnormality estimated table binlog deleted reset site skipped tsdb opened avoid tsdb
1022,flat message produced kafka kafka consumer analysis efficiency higher feels probuf efficient json analysis object serialization kinds message body larger json throughput dropped
1021,canal parsing mysql hv mode timestamp problem parsing mysql single machine timestamp data correct instance mysql time single machine parsing canal hv mode parsing difference hours stand hv server hv server time ctc time zone time correct problem hv 啥canal based data binlog original binlog data mysqlbinlog wrong ha mode yesterday mailbox verified reply yesterday production environment problem installed canal environment ha mode test environment resolve timestamp type
1020,canal kafka data synchronization kafka kafka topic garbled https user images githubusercontent png data kafka canal startup data garbled canal version local view topic garbled single node deployment transmission kafka serialized message bytecode visible characters deserialize message kafka module client good string message supported version change code main branch kafka code canal server arrival arrival wait version string message supported version change code main branch kafka code canal server arrival arrival wait version python client consumption kafka hope support clear text send json data guide kafka convenient consumption deserialization
1019,canal entry resolution performance issues entry string based canal upgrade performance worse place entry object cached parse business event log identity log identity canal entry entry entry log identity log identity entry type entry entry type execute time entry header execute time journal entry header logfile position entry header logfile offset server entry header server gtid entry header gtid event type entry header event type build raw raw entry entry string raw length raw entry size entry type entry type rowdata list canal entry pair props entry header props list props null canal entry pair props rows count equals key rows count integer parse row change serialized bytes row change row change row change buider build table error entry entry create entry header entry type rowdata string logger warn table parser error store entry string row change string null entry entry create entry header entry type rowdata row change string entry canal server embedded entry string deployment mode server client avoid client serialization period client tps adding configuration entry entry object introduces memory overhead
1017,rds configuration properties version canal support manager canal instance manager form configuration supported configurations newly rds submitting pr fixed
1016,encountered day execute connector connect exception otter encounters exception day stack connected interrupt rejoined error encountered synchronization restored synchronization interrupted minutes reason pid nid exception canal hd_canal_ alibaba otter canal parse exception canal parse exception alibaba otter canal parse exception canal parse exception parse row data failed caused alibaba otter canal parse exception canal parse exception parse row data failed caused alibaba otter canal parse exception canal parse exception google common util concurrent unchecked execution exception java io io exception execute connector connect caused google common util concurrent unchecked execution exception java io io exception execute connector connect google common cache local cache local loading cache unchecked local cache java alibaba otter canal parse inbound mysql dbsync table meta cache table meta table meta cache java alibaba otter canal parse inbound mysql dbsync log event convert table meta log event convert java alibaba otter canal parse inbound mysql dbsync log event convert parse rows event log event convert java alibaba otter canal parse inbound mysql dbsync log event convert parse log event convert java alibaba otter canal parse inbound mysql dbsync log event convert parse log event convert java alibaba otter canal parse inbound event parser parse profiling event parser java alibaba otter canal parse inbound event parser sink event parser java alibaba otter canal parse inbound mysql mysql connection dump mysql connection java alibaba otter canal parse inbound event parser event parser java java lang thread thread java caused java io io exception execute connector connect alibaba otter canal parse driver mysql mysql query executor mysql query executor java alibaba otter canal parse inbound mysql mysql connection query mysql connection java alibaba otter canal parse inbound mysql dbsync table meta cache table meta db table meta cache java alibaba otter canal parse inbound mysql dbsync table meta cache access table meta cache java alibaba otter canal parse inbound mysql dbsync table meta cache load table meta cache java alibaba otter canal parse inbound mysql dbsync table meta cache load table meta cache java google common cache local cache loading reference load future local cache java google common cache local cache segment load sync local cache java google common cache local cache segment locked load local cache java google common cache local cache segment local cache java google common cache local cache local cache java google common cache local cache load local cache java google common cache local cache local loading cache local cache java google common cache local cache local loading cache unchecked local cache java otter version 啥 recommended upgrade latest version processed
1015,seek guide transaction number tranaction canal transaction number transaction mysql inconsistent canal transaction acquisition method transaction tx transaction parse entry store string tx tx transaction result query mysql trx counter query method mysql mysqlbinlog command reply method previous query wrong transaction canal problem current query method sudo mysqlbinlog defaults usr local mysql data mysql bin sql ddl statement transactional roll dll statement canal handle ddl canal parses content recorded ddl binlog binlog transaction submitted
1014,repair master status multiple gti ds carriage uuid parsing failed bug title tks
1013,canal kafka received garbled code bin kafka console consumer sh command inserting record mysql database command bin kafka console consumer sh zookeeper topic canal consumer output garbled mysql bin utf bjp mysql bin utf bjpf mysql bin utf can_db user_test _ _c pb_ ri dafd a_cha_ age ri y_ bi utf bjp y_ bi utf bjpf y_ bi utf _db _e__ e_ _ _c pb ri eee a_cha_ age ri y_ bi utf bjp read code kafka client changed configuration parameters kafka test java string topic canal integer partition string group string servers string zk servers inserting record mysql running kafka client running test java receive packet encountered situation canal kafka mode serialized send message object visible string client receives deserialization send visible string flat message mode send json format data brightsong encountered problem problem solved inserting record mysql database command bin kafka console consumer sh zookeeper topic canal consumer output garbled mysql bin utf bjp mysql bin utf bjpf mysql bin utf can_db user_test _ _c pb_ ri dafd a_cha_ age ri y_ bi utf bjp y_ bi utf bjpf y_ bi utf _db _e__ e_ _ _c pb ri eee a_cha_ age ri y_ bi utf bjp read code kafka client changed configuration parameters kafka test java string topic canal integer partition string group string servers string zk servers inserting record mysql running kafka client running test java receive packet encountered situation encountered problem changing receiving format consumer records string string receive output consumer records string message news problem solved canal kafka mode serialized send message object visible string client receives deserialization send visible string flat message mode send json format data configuration item configuration file solved problem changing virtual machine cpu larger point modify canal instance parser parallel parameter jkl notifications github write brightsong encountered problem problem solved inserting record mysql database command bin kafka console consumer sh zookeeper topic canal consumer output garbled mysql bin utf bjp mysql bin utf bjpf mysql bin utf can_db user_test _ _c pb_ ri dafd a_cha_ age ri y_ bi utf bjp y_ bi utf bjpf y_ bi utf _db _e__ e_ _ _c pb ri eee a_cha_ age ri y_ bi utf bjp read code kafka client changed configuration parameters kafka test java string topic canal integer partition string group string servers string zk servers inserting record mysql running kafka client running test java receive packet encountered situation encountered problem changing receiving format consumer records string string receive output consumer records string message news problem solved receiving mentioned reply view git hub mute thread read wrong resolved jkl notifications github write brightsong encountered problem problem solved inserting record mysql database command bin kafka console consumer sh zookeeper topic canal consumer output garbled mysql bin utf bjp mysql bin utf bjpf mysql bin utf can_db user_test _ _c pb_ ri dafd a_cha_ age ri y_ bi utf bjp y_ bi utf bjpf y_ bi utf _db _e__ e_ _ _c pb ri eee a_cha_ age ri y_ bi utf bjp read code kafka client changed configuration parameters kafka test java string topic canal integer partition string group string servers string zk servers inserting record mysql running kafka client running test java receive packet encountered situation encountered problem changing receiving format consumer records string string receive output consumer records string message news problem solved receiving mentioned reply view git hub mute thread canal kafka mode serialized send message object visible string client receives deserialization send visible string flat message mode send json format data configure configure content parsed receiving message object content json send kafka liugaozy notifications github write canal kafka mode serialized send message object visible string client receives deserialization send visible string flat message mode send json format data configure receiving mentioned reply view git hub mute thread
1012,canal lsn log mysql sequence number binlog
1011,kafka mode client offset advance kafka mode client offset advance consume pieces data error
1010,latest snapshot enable gtid mode report errno snapshot version enables gtid mode source database gtid_purged startup error error alibaba otter canal common alarm log alarm handler destination java io io exception received error packet errno sqlstate hy errmsg slave connecting change master master_auto_position master purged binary logs gti ds slave requires alibaba otter canal parse inbound mysql dbsync direct log fetcher fetch direct log fetcher java holding exception area google mysql configuration problem holding exception area google mysql configuration problem mysql configured gtid mode gtid_purged online search error solution slave sync set gtid_purged slave set gtid_purged canal simulates slave https dev mysql doc refman en replication mode change online enable gtids html refer operation set mysql server
