issue_id,issue_content
2899,druid spring boot start bug autoconfig order min evictable idle time millis attribute max evictable idle time millis attribute fine wrong yml format configuration file error message reason max evictable idle time millis grater min evictable idle time millis manually configure solve
2898,spring boot version doubt depends spring boot version spring boot version release spring boot version update max evictable idle time millis grater problem min evictable idle time millis manually configure properties
2897,parsing failure global status _ exception todo parsing statement pos column token hint
2896,issue https github alibaba druid issues problem caused setting identifier expr resolved table source sql expr table source sql expr table source expr identifier expr enter sql expr table source table source column ll endless recursion simple patch prevent identifier expr point table source https cla assistant io pull badge signed https cla assistant io alibaba druid pull request br committers signed cla https cla assistant io pull badge not_signed https cla assistant io alibaba druid pull request br submission open source projects sign https cla assistant io alibaba druid pull request accept contribution br signed cla status pending https cla assistant io check alibaba druid pull request
2895,druid support aws redshift database java lang illegal exception db type support null url jdbc redshift xxx amazonaws mydb java lang illegal exception db type support null url jdbc redshift xxx amazonaws mydb springboot mybatis druid connection pool access exception current version support druid version dependency group alibaba group artifact druid artifact version version dependency
2894,active count continues grow larger physical connection increase check tested version problem active count equal max active physical connection initiated link timeout abnormal version druid connection pool create thread hang thread normal bean master data source alibaba druid pool druid data source init method init destroy method property url jdbc mysql aliyun_rds_mysql_ sys_data_admin local session true amp auto reconnect true amp unicode true amp character encoding utf property username xxx property password property max active property initial size property max wait property min idle property time eviction runs millis property min evictable idle time millis property validation query select property test idle true property test borrow false property test false property pool prepared statements true property max pool prepared statement connection size property connection properties diamond coord xxxx xxxx property password callback password callback bean frequent days reproduced runtime println druid data source active count druid data source active peak druid data source max active number database physical connections tcp netstat anp grep dbip grep pid wc order scene restart service manually parameters reflection connection normal execution field active count field druid data source declared field active count active count field set accessible true active count field set druid data source
2893,druid support parsing mysql ddl statements postgres ddl statements resolved mysql ddl statement field type alter type comment alter
2892,allow_experimental_low_cardinality_type parameter clickhouse type data source set dictionary parameter clickhouse dictionary parameter uri properties set property allow_experimental_low_cardinality_type
2891,logged monitoring https user images githubusercontent png version dependency group alibaba group artifact druid spring boot starter artifact version version dependency
2890,sql mapper execute sql report mapped statements collection update sql mapper execute sql report mapped statements collection update occasionally appearing number random
2889,slf debug log error level https github alibaba druid blob beebc eba src main java alibaba druid support logging slf impl java implementation log classes intentional
2888,druid connection pool destroy bug program web application restart problem data source people problem solved caveat web application appears started thread named failed create memory leak stack trace thread java lang object wait method java lang reference queue remove unknown source mysql jdbc abandoned connection cleanup thread abandoned connection cleanup thread java java util concurrent thread pool executor worker unknown source java util concurrent thread pool executor worker unknown source java lang thread unknown source november morning org apache catalina loader webapp loader base clear references threads caveat web application appears started thread named failed create memory leak stack trace thread sun misc unsafe park method java util concurrent locks lock support park unknown source java util concurrent locks queued synchronizer condition object await unknown source alibaba druid pool druid data source create connection thread druid data source java november morning org apache catalina loader webapp loader base clear references threads caveat web application appears started thread named failed create memory leak stack trace thread java lang thread sleep method alibaba druid pool druid data source destroy connection thread druid data source java november morning org apache catalina loader webapp loader base check resource loading illegal access web application instance stopped load stack trace thrown debugging purposes attempt terminate thread caused illegal access java lang illegal exception illegal access web application instance stopped load stack trace thrown debugging purposes attempt terminate thread caused illegal access org apache catalina loader webapp loader base check resource loading webapp loader base java org apache catalina loader webapp loader base resource webapp loader base java mysql jdbc abandoned connection cleanup thread check context loaders abandoned connection cleanup thread java mysql jdbc abandoned connection cleanup thread abandoned connection cleanup thread java java util concurrent thread pool executor worker unknown source java util concurrent thread pool executor worker unknown source java lang thread unknown source mail qq misconfiguration caused remove abandoned misconfiguration caused remove abandoned problems configuration internet string filters stat integer initial size integer max active timeout wait time milliseconds milliseconds equals seconds integer max wait integer time eviction runs millis integer min evictable idle time millis forced connections established remove abandoned timeout remove abandoned true specifies connection established forced seconds integer remove abandoned timeout log abandoned true string validation query select test idle true test borrow false test false pool prepared statements false integer max pool prepared statement connection size configuration https github alibaba druid wiki druid data source bd ae remove abandoned debugging recommended production environments
2887,alibaba druid util sql utils create xa connection problem concurrency error java sql sql feature supported exception null alibaba druid util sql utils create xa connection sql utils java alibaba druid pool xa druid xa data source create physical xa connection druid xa data source java alibaba druid pool xa druid xa data source xa connection druid xa data source java code major util null util error util mysql jdbc util method method util method jdbc util class_is jdbc method invoke null class_ _connection mysql jdbc connection method_ _get pin global tx physical connection class_ _connection method pin global tx physical connection class_ _suspendable xa connection mysql jdbc jdbc optional suspendable xa connection constructor_ _suspendable xa connection class_ _suspendable xa connection constructor class_ _connection class_ _jdbc suspendable xa connection mysql jdbc jdbc optional jdbc suspendable xa connection constructor_ _jdbc suspendable xa connection class_ _jdbc suspendable xa connection constructor class_ _connection class_ _mysql xa connection mysql jdbc jdbc optional mysql xa connection constructor_ _mysql xa connection class_ _mysql xa connection constructor class_ _connection exception print stack trace util error true pin glob tx method_ _get pin global tx physical connection invoke physical conn calling concurrently util assigned method_ _get pin global tx physical connection assigned time null pointer exception method simply problem solved code
2886,active connection alive connection pool configured monitoring sees number active connections https user images githubusercontent aa dd fef bd png https user images githubusercontent bc dd png point connection pool configured https user images githubusercontent feae dd eb png scenario dubbo service threads dubbo thread pool day exported stack threads waiting acquire connections waiting reclaim connection stack details https user images githubusercontent dd png https user images githubusercontent bb dd png avoid problem configuring max wait thread count adjust min idle wait number threads recycle increase threads reclaim connections high concurrency connected exported thread stack threads wait lock lock interruptibly connection internal method threads wait lock lock recycle method
2885,difference initial size min idle https github alibaba druid wiki druid data source bd ae reference configuration explicitly mention initial size min idle difference literally initialization size smallest big answer assume initial size min idle application initialize initial size slowly raises min idle initial size number connections rise min idle remain initial size suppose initial size greater min idle initial size application initialized initial size number spare connections slowly drop min idle
2884,springboot release log log start druid druid dependence dependency group alibaba group artifact druid spring boot starter artifact version version dependency springboot version release don rely log log error occurs java jdk bin java exe agentlib jdwp transport dt_socket address suspend server xx tiered level noverify dspring output ansi enabled dcom sun management jmxremote dcom sun management jmxremote port dcom sun management jmxremote authenticate false dcom sun management jmxremote ssl false djava rmi server hostname localhost dspring live beans view mbean domain dspring application admin enabled true javaagent users administrator app data local temp capture jars debugger agent jar file users administrator app data local temp capture props dfile encoding utf classpath java jdk jre lib charsets jar java jdk jre lib deploy jar java jdk jre lib ext cldrdata jar java jdk jre lib ext dnsns jar java jdk jre lib ext jaccess jar java jdk jre lib ext jfxrt jar java jdk jre lib ext localedata jar java jdk jre lib ext nashorn jar java jdk jre lib ext sunec jar java jdk jre lib ext sunjce_provider jar java jdk jre lib ext sunmscapi jar java jdk jre lib ext sunpkcs jar java jdk jre lib ext zipfs jar java jdk jre lib javaws jar java jdk jre lib jce jar java jdk jre lib jfr jar java jdk jre lib jfxswt jar java jdk jre lib jsse jar java jdk jre lib management agent jar java jdk jre lib plugin jar java jdk jre lib resources jar java jdk jre lib rt jar workspace project user module user server target classes local repository org springframework cloud spring cloud starter netflix eureka client release spring cloud starter netflix eureka client release jar local repository org springframework cloud spring cloud starter release spring cloud starter release jar local repository org springframework cloud spring cloud context release spring cloud context release jar local repository org springframework security spring security crypto release spring security crypto release jar local repository org springframework cloud spring cloud commons release spring cloud commons release jar local repository org springframework security spring security rsa release spring security rsa release jar local repository org bouncycastle bcpkix jdk bcpkix jdk jar local repository org bouncycastle bcprov jdk bcprov jdk jar local repository org springframework cloud spring cloud netflix core release spring cloud netflix core release jar local repository org springframework boot spring boot starter aop release spring boot starter aop release jar local repository org aspectj aspectjweaver aspectjweaver jar local repository org springframework cloud spring cloud netflix eureka client release spring cloud netflix eureka client release jar local repository netflix eureka eureka client eureka client jar local repository org codehaus jettison jettison jettison jar local repository stax stax api stax api jar local repository netflix netflix commons netflix eventbus netflix eventbus jar local repository netflix netflix commons netflix infix netflix infix jar local repository commons jxpath commons jxpath commons jxpath jar local repository joda time joda time joda time jar local repository org antlr antlr runtime antlr runtime jar local repository org antlr stringtemplate stringtemplate jar local repository antlr antlr antlr jar local repository google code gson gson gson jar local repository org apache commons commons math commons math jar local repository netflix archaius archaius core archaius core jar local repository google guava guava guava jar local repository javax ws rs jsr api jsr api jar local repository netflix servo servo core servo core jar local repository sun jersey jersey core jersey core jar local repository sun jersey jersey client jersey client jar local repository sun jersey contribs jersey apache client jersey apache client jar local repository org apache httpcomponents httpclient httpclient jar local repository org apache httpcomponents httpcore httpcore jar local repository google inject guice guice jar local repository javax inject javax inject javax inject jar local repository aopalliance aopalliance aopalliance jar local repository github vlsi compactmap compactmap compactmap jar local repository github andrewoma dexx dexx collections dexx collections jar local repository netflix eureka eureka core eureka core jar local repository org codehaus woodstox woodstox core asl woodstox core asl jar local repository javax xml stream stax api stax api jar local repository org codehaus woodstox stax api stax api jar local repository org springframework cloud spring cloud starter netflix archaius release spring cloud starter netflix archaius release jar local repository org springframework cloud spring cloud netflix ribbon release spring cloud netflix ribbon release jar local repository org springframework cloud spring cloud netflix archaius release spring cloud netflix archaius release jar local repository commons configuration commons configuration commons configuration jar local repository org springframework cloud spring cloud starter netflix ribbon release spring cloud starter netflix ribbon release jar local repository netflix ribbon ribbon ribbon jar local repository netflix ribbon ribbon transport ribbon transport jar local repository io reactivex rxnetty contexts rxnetty contexts jar local repository io reactivex rxnetty servo rxnetty servo jar local repository netflix hystrix hystrix core hystrix core jar local repository io reactivex rxnetty rxnetty jar local repository io netty netty codec http netty codec http jar local repository io netty netty codec netty codec jar local repository io netty netty transport epoll netty transport epoll jar local repository io netty netty common netty common jar local repository io netty netty buffer netty buffer jar local repository io netty netty transport unix common netty transport unix common jar local repository io netty netty transport netty transport jar local repository io netty netty resolver netty resolver jar local repository netflix ribbon ribbon core ribbon core jar local repository netflix ribbon ribbon httpclient ribbon httpclient jar local repository netflix netflix commons netflix commons util netflix commons util jar local repository netflix ribbon ribbon loadbalancer ribbon loadbalancer jar local repository netflix netflix commons netflix statistics netflix statistics jar local repository io reactivex rxjava rxjava jar local repository netflix ribbon ribbon eureka ribbon eureka jar local repository org slf slf api slf api jar local repository thoughtworks xstream xstream xstream jar local repository xmlpull xmlpull xmlpull jar local repository xpp xpp _min xpp _min jar local repository org springframework boot spring boot starter actuator release spring boot starter actuator release jar local repository org springframework boot spring boot starter release spring boot starter release jar local repository org springframework boot spring boot starter logging release spring boot starter logging release jar local repository ch qos logback logback classic logback classic jar local repository ch qos logback logback core logback core jar local repository org apache logging log log slf log slf jar local repository org apache logging log log api log api jar local repository org slf jul slf jul slf jar local repository javax annotation javax annotation api javax annotation api jar local repository org yaml snakeyaml snakeyaml jar local repository org springframework boot spring boot actuator autoconfigure release spring boot actuator autoconfigure release jar local repository org springframework boot spring boot actuator release spring boot actuator release jar local repository org springframework spring context release spring context release jar local repository fasterxml jackson datatype jackson datatype jsr jackson datatype jsr jar local repository io micrometer micrometer core micrometer core jar local repository org hdrhistogram hdr histogram hdr histogram jar local repository org latencyutils latency utils latency utils jar local repository io github openfeign feign core feign core jar workspace project common module xunwei common target classes workspace project common module xunwei dao target classes local repository mysql mysql connector java mysql connector java jar local repository alibaba druid spring boot starter druid spring boot starter jar local repository alibaba druid druid jar local repository org mybatis spring boot mybatis spring boot starter mybatis spring boot starter jar local repository org springframework boot spring boot starter jdbc release spring boot starter jdbc release jar local repository zaxxer hikari cp hikari cp jar local repository org springframework spring jdbc release spring jdbc release jar local repository org springframework spring tx release spring tx release jar local repository org mybatis spring boot mybatis spring boot autoconfigure mybatis spring boot autoconfigure jar local repository org mybatis mybatis mybatis jar local repository org mybatis mybatis spring mybatis spring jar workspace project common module xunwei pojo target classes local repository org springframework boot spring boot autoconfigure release spring boot autoconfigure release jar local repository org springframework boot spring boot release spring boot release jar local repository fasterxml jackson core jackson databind jackson databind jar local repository fasterxml jackson core jackson annotations jackson annotations jar local repository fasterxml jackson core jackson core jackson core jar local repository net sf json lib json lib json lib jdk jar local repository commons beanutils commons beanutils commons beanutils jar local repository commons collections commons collections commons collections jar local repository commons lang commons lang commons lang jar local repository commons logging commons logging commons logging jar local repository net sf ezmorph ezmorph ezmorph jar local repository alibaba fastjson fastjson jar local repository commons httpclient commons httpclient commons httpclient jar local repository commons codec commons codec commons codec jar local repository org springframework spring core release spring core release jar local repository org springframework spring jcl release spring jcl release jar local repository org springframework cloud spring cloud starter config release spring cloud starter config release jar local repository org springframework cloud spring cloud config client release spring cloud config client release jar local repository org springframework boot spring boot starter web release spring boot starter web release jar local repository org springframework boot spring boot starter json release spring boot starter json release jar local repository fasterxml jackson datatype jackson datatype jdk jackson datatype jdk jar local repository fasterxml jackson module jackson module parameter names jackson module parameter names jar local repository org springframework boot spring boot starter tomcat release spring boot starter tomcat release jar local repository org apache tomcat embed tomcat embed core tomcat embed core jar local repository org apache tomcat embed tomcat embed el tomcat embed el jar local repository org apache tomcat embed tomcat embed websocket tomcat embed websocket jar local repository org hibernate validator hibernate validator hibernate validator jar local repository javax validation validation api validation api jar local repository org jboss logging jboss logging jboss logging jar local repository fasterxml classmate classmate jar local repository org springframework spring web release spring web release jar local repository org springframework spring beans release spring beans release jar local repository org springframework spring webmvc release spring webmvc release jar local repository org springframework spring aop release spring aop release jar local repository org springframework spring expression release spring expression release jar local repository org springframework cloud spring cloud starter zipkin release spring cloud starter zipkin release jar local repository org springframework cloud spring cloud starter sleuth release spring cloud starter sleuth release jar local repository org springframework cloud spring cloud sleuth core release spring cloud sleuth core release jar local repository org aspectj aspectjrt aspectjrt jar local repository io zipkin brave brave brave jar local repository io zipkin brave brave context log brave context log jar local repository io zipkin brave brave instrumentation spring web brave instrumentation spring web jar local repository io zipkin brave brave instrumentation http brave instrumentation http jar local repository io zipkin brave brave instrumentation spring rabbit brave instrumentation spring rabbit jar local repository io zipkin brave brave instrumentation kafka clients brave instrumentation kafka clients jar local repository io zipkin brave brave instrumentation httpclient brave instrumentation httpclient jar local repository io zipkin brave brave instrumentation httpasyncclient brave instrumentation httpasyncclient jar local repository io zipkin brave brave instrumentation spring webmvc brave instrumentation spring webmvc jar local repository io zipkin brave brave instrumentation servlet brave instrumentation servlet jar local repository org springframework cloud spring cloud sleuth zipkin release spring cloud sleuth zipkin release jar local repository io zipkin zipkin zipkin zipkin jar local repository io zipkin reporter zipkin reporter zipkin reporter jar local repository io zipkin reporter zipkin sender kafka zipkin sender kafka jar local repository io zipkin reporter zipkin sender amqp client zipkin sender amqp client jar idea intelli idea lib idea_rt jar xunwei core user service application spring profiles active test connected target vm address transport socket info annotation config application context refreshing org springframework context annotation annotation config application context cb startup root context hierarchy info autowired annotation bean post processor jsr javax inject inject annotation supported autowiring info tration delegate bean post processor checker bean configuration properties rebinder auto configuration type eligible processed bean post processors eligible auto proxying ____ _ __ _ _ ___ _ __ _ _ _ _ __ __ _ ___ _ _ _ _ ___ _ _ ____ __ _ _ _ _ __ _ ___ _ _ _ spring boot release info config service property source locator fetching config server http localhost info config service property source locator connect timeout exception url http localhost url warn config service property source locator locate property source error request http localhost eureka client test connection refused connect nested exception java net connect exception connection refused connect info xunwei core user service application profiles active test info config servlet web server application context refreshing org springframework boot web servlet context annotation config servlet web server application context deb startup parent org springframework context annotation annotation config application context cb info cloud context scope generic scope bean factory ce da info autowired annotation bean post processor jsr javax inject inject annotation supported autowiring info tration delegate bean post processor checker bean org springframework transaction annotation proxy transaction management configuration type eligible processed bean post processors eligible auto proxying info tration delegate bean post processor checker bean org springframework cloud autoconfigure configuration properties rebinder auto configuration type eligible processed bean post processors eligible auto proxying info embedded tomcat tomcat web server tomcat initialized port http info apache catalina core standard service starting service info org apache catalina core standard engine starting servlet engine apache tomcat info catalina core apr lifecycle listener apr based apache tomcat library optimal performance production environments java library path info initializing spring embedded web application context info web context context loader root web application context initialization completed ms warn sources url configuration source ur ls polled dynamic configuration sources info sources url configuration source enable ur ls dynamic configuration sources define property archaius configuration source additional urls config properties classpath info netflix config dynamic property factory dynamic property factory initialized configuration sources netflix config concurrent composite configuration fec fd info druid data source auto configure init druid data source error web embedded tomcat tomcat starter error starting tomcat context exception org springframework beans factory bean creation exception message error creating bean servlet endpoint registrar defined path resource bean instantiation factory method failed nested exception org springframework beans bean instantiation exception failed instantiate factory method servlet endpoint registrar threw exception nested exception org springframework beans factory bean creation exception error creating bean health endpoint defined path resource bean instantiation factory method failed nested exception org springframework beans bean instantiation exception failed instantiate factory method health endpoint threw exception nested exception org springframework beans factory bean creation exception error creating bean org springframework boot actuate autoconfigure jdbc data source health indicator auto configuration bean instantiation constructor failed nested exception org springframework beans bean instantiation exception failed instantiate constructor threw exception nested exception org springframework boot context properties configuration properties bind exception error creating bean data source bind properties druid data source wrapper prefix spring datasource druid ignore invalid fields false ignore unknown fields true nested exception org springframework boot context properties bind bind exception failed bind properties spring datasource druid javax sql data source info apache catalina core standard service stopping service warn loader webapp loader base web application appears started thread named failed create memory leak stack trace thread sun misc unsafe park method java util concurrent locks lock support park nanos lock support java java util concurrent locks queued synchronizer condition object await nanos queued synchronizer java zipkin reporter bounded queue drain bounded queue java zipkin reporter async reporter bounded async reporter flush async reporter java zipkin reporter async reporter builder async reporter java warn config servlet web server application context exception encountered context initialization cancelling refresh attempt org springframework context application context exception unable start web server nested exception org springframework boot web server web server exception unable start embedded tomcat info annotation config application context refreshing spring client factory localhost startup parent org springframework boot web servlet context annotation config servlet web server application context deb info loader webapp loader base illegal access web application instance stopped load stack trace thrown debugging purposes attempt terminate thread caused illegal access java lang illegal exception illegal access web application instance stopped load stack trace thrown debugging purposes attempt terminate thread caused illegal access org apache catalina loader webapp loader base check resource loading webapp loader base java org apache catalina loader webapp loader base resource stream webapp loader base java org springframework core io path resource input stream path resource java org springframework core type classreading simple metadata reader init simple metadata reader java org springframework core type classreading simple metadata reader factory metadata reader simple metadata reader factory java org springframework core type classreading caching metadata reader factory metadata reader caching metadata reader factory java org springframework core type classreading simple metadata reader factory metadata reader simple metadata reader factory java org springframework context annotation configuration parser retrieve bean method metadata configuration parser java org springframework context annotation configuration parser process configuration configuration parser java org springframework context annotation configuration parser process configuration configuration parser java org springframework context annotation configuration parser parse configuration parser java org springframework context annotation configuration parser parse configuration parser java org springframework context annotation configuration post processor process config bean definitions configuration post processor java org springframework context annotation configuration post processor post process bean definition registry configuration post processor java org springframework context support post processor registration delegate invoke bean definition registry post processors post processor registration delegate java org springframework context support post processor registration delegate invoke bean factory post processors post processor registration delegate java org springframework context support application context invoke bean factory post processors application context java org springframework context support application context refresh application context java org springframework cloud context named named context factory create context named context factory java org springframework cloud context named named context factory context named context factory java org springframework cloud netflix ribbon spring client factory context spring client factory java org springframework cloud context named named context factory instance named context factory java org springframework cloud netflix ribbon spring client factory instance spring client factory java org springframework cloud netflix ribbon spring client factory load balancer spring client factory java org springframework cloud netflix ribbon ribbon load balancer client load balancer ribbon load balancer client java org springframework cloud netflix ribbon ribbon load balancer client server ribbon load balancer client java org springframework cloud netflix ribbon ribbon load balancer client choose ribbon load balancer client java org springframework cloud sleuth zipkin sender load balancer client zipkin load balancer instance load balancer client zipkin load balancer java org springframework cloud sleuth zipkin sender zipkin rest template sender configuration zipkin url zipkin rest template sender configuration java org springframework cloud sleuth zipkin sender zipkin rest template wrapper execute zipkin rest template sender configuration java org springframework web client rest template exchange rest template java org springframework cloud sleuth zipkin sender rest template sender post rest template sender java org springframework cloud sleuth zipkin sender rest template sender http post execute rest template sender java org springframework cloud sleuth zipkin sender rest template sender http post execute rest template sender java zipkin base execute java zipkin reporter async reporter bounded async reporter flush async reporter java zipkin reporter async reporter builder async reporter java warn annotation config application context exception encountered context initialization cancelling refresh attempt org springframework beans factory bean definition store exception failed parse configuration nested exception java lang illegal exception illegal access web application instance stopped load stack trace thrown debugging purposes attempt terminate thread caused illegal access disconnected target vm address transport socket process finished exit code mistake configuration wrong
2883,abnormal number active connections number connections pool maximum number connections equal phenomenon data source connection data source https user images githubusercontent dc efda png verified caused opening druid connection monitoring edas raised problem
2882,sql trigger statement parse statements trigger question sql kind statement create trigger sql utils parse statements statement trigger statement parse
2881,setting filter wall logic processing understand deal setting wall druid data source set filters determines filters understood processing logic start allowed exclude filter java set filters string filters sql exception filters null filters starts filters filters substring clear filters add filters filters clear original filter order facilitate dynamic setting filters thought wall set filters wall statement clear filter enable
