('tmali_hk tmali provide', 'housekeeping retrieved tmali_hk structure data tmali returned collects', 0.8783581167279331)
('deferred 处理 commands time real receipt', '消息 seconds perform 控制 periodic toggles blocking remains eeprom command binary scui successful arrive housekeeping minimum dump bc_index global variable blocks processing definition strobe tasks rationale 表现 commands service routine initializes responsibility ground transmit errno semaphore enqueued event contact temporary task boot 命令 disables create reboot initialization requires normal timeout interrupt intervals time parameter 错误 memory clock alive selecting 处理 监测 semaphores queue commandability arrival establish occurs watchdog spawning report provide complete', 0.11596944217447608)
('configure frames initialization limit ping pong tmali_pp_limit tmali startup capable frame dynamically modified', 'receive perform handle retrieved discarding frames sufficient language function s_tmali_queue_full ping driver insufficient determine ensures calls integral single read queue transfer array contents hardware high routine readable boundaries burst pong 数据 speed required wrap collected entire semaphore task 命令 events verify examine design viewpoint constitutes invoked assembly implemented mechanism error occur policy space resident buffer reported check frame ring discarded correctly transitions newer tmali number addition supports awaken tmali_event_queue scientific complete', 0.11518503141851566)
('current ordering mode 功能 sets tmali driver event 提供', 'detects queue transfer receipt initialization routine installs limit reaches invoked 数据 tmali driver programmed ping pong timeout hook frame buffer', 0.11456877297065905)
('handling install ping interrupts callbacks tmali interrupt 错误 pong timeout flag complete', 'receive perform handle retrieved discarding frames sufficient language function s_tmali_queue_full ping driver insufficient determine ensures calls integral single read queue transfer array contents hardware high routine readable boundaries burst pong 数据 speed required wrap collected entire semaphore task 命令 events verify examine design viewpoint constitutes invoked assembly implemented mechanism error occur policy space resident buffer reported check frame ring discarded correctly transitions newer tmali number addition supports awaken tmali_event_queue scientific complete', 0.11368062468226055)
('任务 retrieval ring frames populate capable 数据 tmali application making buffer', '任务 消息 wakeup control 功能 routine blocks completing processing arrival called command semaphore clock', 0.1127535098323782)
('dpusdp dpu_hk rejected rejecting code command 错误 errno report indicating', '消息 seconds perform 控制 periodic toggles blocking remains eeprom command binary scui successful arrive housekeeping minimum dump bc_index global variable blocks processing definition strobe tasks rationale 表现 commands service routine initializes responsibility ground transmit errno semaphore enqueued event contact temporary task boot 命令 disables create reboot initialization requires normal timeout interrupt intervals time parameter 错误 memory clock alive selecting 处理 监测 semaphores queue commandability arrival establish occurs watchdog spawning report provide complete', 0.11254921015274678)
('The DPU-TMALI shall use DPU-DCI to communicate with the DCI Interface.\n            ', 'install 输入 queue 数据 structures parameters semaphore wait transfers task tmali_event_queue initialization allocate startup initialize variables memory throttled initialized tmali spawning loop', 0.11164009196884511)
('dpusdp dpu_hk rejected rejecting code command 错误 errno report indicating', 'encodes codes special original enqueues repeated counts order enqueue newly reporting s_ccm_errq_flush mechanism 错误 reported clear packet tracking discussed collection code signal s_ccm_err_repeat', 0.11046893094170673)
('consecutively replaced reporting original sequence period code number exceeds error include reported', 'deferred keeping control handles dispatch period command purpose extended pieces large dump high manageable commands 数据 small awakened event task priority time memory prevent portion busy monitoring activity consuming', 0.11037598086806698)
('handling install ping interrupts callbacks tmali interrupt 错误 pong timeout flag complete', 'current functions routine discussed timeout 数据 returned milliseconds document', 0.11026652648052199)
('handling install ping interrupts callbacks tmali interrupt 错误 pong timeout flag complete', '功能 功能 period caller availability queue ticks awaiting routine blocks specifies data avialable semaphore wait ticksto kernel 任务 events symbolic timeout time parameter 错误 返回 determined initialized tmali number returned called maximum', 0.1097406025618478)
('任务 retrieval ring frames populate capable 数据 tmali application making buffer', 'current functions routine discussed timeout 数据 returned milliseconds document', 0.10966063227246338)
('address ring tmali_hk starting tmali place event buffer', 'bytes processed defined pointers track point received specifies sizes data 操作 store events needed verify compare structure implemented entities maintains buffer temporarily reading simplest ring converted fifo stores called single', 0.10945582448226338)
('lookup discarded received 功能 table match dpu_cmd code command expected indexed error length enqueued 检测', 'location bytes limitation d_mem_dat_upld handling poked upload download d_mem_dat_poke derived poke data small command memory ways length company constraint', 0.10913398327820527)
('queue decode errors scm_dci_sr tmali errno 错误 utilize place', '消息 seconds perform 控制 periodic toggles blocking remains eeprom command binary scui successful arrive housekeeping minimum dump bc_index global variable blocks processing definition strobe tasks rationale 表现 commands service routine initializes responsibility ground transmit errno semaphore enqueued event contact temporary task boot 命令 disables create reboot initialization requires normal timeout interrupt intervals time parameter 错误 memory clock alive selecting 处理 监测 semaphores queue commandability arrival establish occurs watchdog spawning report provide complete', 0.1085602551355978)
('The DPU-TMALI shall use DPU-DCI to communicate with the DCI Interface.\n            ', 'detects queue transfer receipt initialization routine installs limit reaches invoked 数据 tmali driver programmed ping pong timeout hook frame buffer', 0.10771497019396731)
('The DPU-TMALI shall use DPU-DCI to communicate with the DCI Interface.\n            ', 'seconds functions requested routine initial 数据 setting milliseconds larger commanded task attempt timeout starting result parameter determined frame tmali number maximum depth', 0.1072558614623105)
('consecutively replaced reporting original sequence period code number exceeds error include reported', 'message 控制 removed periodic codes dispatch telemetry command packets track spawns arrive housekeeping queue monitors components received tasks 数据 commands dispatches initializes specific heartbeat event production 任务 includes executed interval ctrl included level receives instrument execution interrupt real time flags error reported reuse packet accumulates schedules operational rates bootup component major project table number include strobe watchdog structures', 0.10720877934588324)
('任务 retrieval ring frames populate capable 数据 tmali application making buffer', 'install 输入 queue 数据 structures parameters semaphore wait transfers task tmali_event_queue initialization allocate startup initialize variables memory throttled initialized tmali spawning loop', 0.10699676305529855)
('current ordering mode 功能 sets tmali driver event 提供', 'library control capture retrieved functions 功能 driver command track detector telescope queue housekeeping transfer components routine received data semaphore event wait includes 任务 events 取 synchronize configure handling installed errors timeout implemented 错误 访问 gathers hook buffer frame reported ring work window module facilitates arrangement tmali consists number tmali_event_queue depth', 0.10527598399178727)
('handling install ping interrupts callbacks tmali interrupt 错误 pong timeout flag complete', '任务 arrives enqueue handling packet queue arrive queues context awaken interrupt send commands command respective semaphore maintains', 0.10490183143257406)
('current ordering mode 功能 sets tmali driver event 提供', 'functions ping driver terminate read availability queue fatal allocated pong data initializes detected parameters values semaphore 任务 存储 events signaled size initialization continues time 错误 range buffersize buffer ring stored tmali allowed signals initial', 0.10483532367592324)
('dpusdp dpu_hk rejected rejecting code command 错误 errno report indicating', 'situation functions context conflicts callers occuring period replaces special housekeeping global queue variable high routine occurred enqueued semaphore event 任务 命令 reduce included ctrl errors reporting priority multiple interrupt error reported inversion frequently rate code called repeat report', 0.10378016573278318)
('任务 retrieval ring frames populate capable 数据 tmali application making buffer', 'seconds functions requested routine initial 数据 setting milliseconds larger commanded task attempt timeout starting result parameter determined frame tmali number maximum depth', 0.10279488123654831)
('configure initialization timeout capable 数据 tmali startup milliseconds 修改 dynamically tmali_timeout', 'detects queue transfer receipt initialization routine installs limit reaches invoked 数据 tmali driver programmed ping pong timeout hook frame buffer', 0.10259368053802874)
('configure initialization timeout capable 数据 tmali startup milliseconds 修改 dynamically tmali_timeout', 'seconds functions requested routine initial 数据 setting milliseconds larger commanded task attempt timeout starting result parameter determined frame tmali number maximum depth', 0.10215640005173236)
