issue_id,issue_content
2897,解析 失败 解析 这个 语句 时 抛 异常 show global status like com todo pos line column token hint
2896,fix issue https github com alibaba druid issues the problem is caused by setting identifier expr s resolved table source to a sql expr table source sql expr table source s expr is the identifier expr it self then we enter sql expr table source find table source with column it ll cause an endless recursion call is a simple patch to prevent an identifier expr point an table source into itself https cla assistant io pull badge signed https cla assistant io alibaba druid pull request br all committers have signed the cla https cla assistant io pull badge not signed https cla assistant io alibaba druid pull request br thank you your submission we really appreciate it like many open source projects we ask that you sign our https cla assistant io alibaba druid pull request before we can accept your contribution br sub you have signed the cla already but the status is still pending let us https cla assistant io check alibaba druid pull request it sub
2895,支持 使用 使用 连接 池 能够 访问 但是 使用 会 抛 上述 异常 是否 目前 版本 支持 使用 版本 如下 druid aws redshift database java lang illegal state exception db type not support null url jdbc redshift xxx amazonaws com mydb java lang illegal state exception db type not support null url jdbc redshift xxx amazonaws com mydb springboot mybatis druid druid dependency group id com alibaba group id artifact id druid artifact id version version dependency
2894,持续 变大 物理 连接 并没有 增加 如何 排查 测试 版本 都 存在 这个 问题 等于 时候 没有 发起 物理 连接 就 报 获取 链接 超时 异常 版本 线程 会 挂掉 线程 正常 最近 天 频繁 可以 重现 运行时 获取 状态 获取 数据库 物理 连接 数量 为了 保留 现场 不重启 服务 通过 反射 手动 调低 参数 执行 之后 获取 连接 正常 active count active count max active druid connection pool create bean id master data source com alibaba druid pool druid data source init method init destroy method close property name url value jdbc mysql aliyun rds mysql sys data admin use local session state true amp auto reconnect true amp use unicode true amp character encoding utf property name username value xxx property name password value property name max active value property name initial size value property name max wait value property name min idle value property name time between eviction runs millis value property name min evictable idle time millis value property name validation query value select x property name test idle value true property name test on borrow value false property name test on value false property name pool prepared statements value true property name max pool prepared statement per connection size value property name connection properties value diamond coord xxxx xxxx property name password callback ref password callback bean println druid data source get active count t druid data source get active peak t druid data source get max active tcp netstat anp grep dbip grep pid wc field active count field druid data source get declared field active count active count field set accessible true active count field set druid data source
2893,支持 语句 解析 成 语句 吗 或者说 可以 解析 语句 中 字段 类型 类型 类 druid mysql ddl postgres ddl mysql ddl alter comment alter
2892,类型 数据源 中 无法 使用 参数 中 设置 字典 参数 时 字典 参数 没有 带 clickhouse allow experimental low cardinality type clickhouse uri properties set property allow experimental low cardinality type
2891,为什么 登录 监控 页面 时候 一直 使用 这个 版本 https user images githubusercontent com e de c e ff f a a d png dependency group id com alibaba group id artifact id druid spring boot starter artifact id version version dependency
2890,使用 执行 报 使用 执行 报 偶发性 出现 后面 数字 随机 sql mapper sql mapped statements collection already contains value update sql mapper sql mapped statements collection already contains value update
2889,日志 打成 级别 其他 日志类 实现 应该 有意 为之 slf j debug error https github com alibaba druid blob a d f c beebc e d f b eba src main java com alibaba druid support logging slf j impl java l
2888,吗 程序 总是 因为 数据源 问题 导致 应用 重启 貌似 很多 都 出现 这个 问题 查阅 资料 都 没有 解决 掉 警告 十一月 上午 警告 十一月 上午 警告 十一月 上午 信息 邮件 错误 配置 导致 错误 配置 导致 看到 网上 都 这么 配置 什么 问题 吗 超时 等待 时间 毫秒 单位 毫秒 等于 秒 对于 建立 时间 超过 连接 强制 关闭 指定 连接 建立 多长 时间 就 需要 强制 关闭 秒 数 单位 参考 配置 这个 仅 用于 调试 建议 生产 环境 中 使用 druid connection pool destroy bug web the web application appears to have started a thread named but has failed to stop it is very likely to create a memory leak stack trace of thread java lang object wait method java lang ref reference queue remove unknown source com mysql jdbc abandoned connection cleanup thread run abandoned connection cleanup thread java java util concurrent thread pool executor run worker unknown source java util concurrent thread pool executor worker run unknown source java lang thread run unknown source org apache catalina loader webapp loader base clear references threads the web application appears to have started a thread named but has failed to stop it is very likely to create a memory leak stack trace of thread sun misc unsafe park method java util concurrent locks lock support park unknown source java util concurrent locks queued synchronizer condition object await unknown source com alibaba druid pool druid data source create connection thread run druid data source java org apache catalina loader webapp loader base clear references threads the web application appears to have started a thread named but has failed to stop it is very likely to create a memory leak stack trace of thread java lang thread sleep method com alibaba druid pool druid data source destroy connection thread run druid data source java org apache catalina loader webapp loader base check state resource loading illegal access web application instance has been stopped already could not load the following stack trace is thrown debugging purposes as well as to attempt to terminate the thread which caused the illegal access java lang illegal state exception illegal access web application instance has been stopped already could not load the following stack trace is thrown debugging purposes as well as to attempt to terminate the thread which caused the illegal access at org apache catalina loader webapp loader base check state resource loading webapp loader base java at org apache catalina loader webapp loader base get resource webapp loader base java at com mysql jdbc abandoned connection cleanup thread check context loaders abandoned connection cleanup thread java at com mysql jdbc abandoned connection cleanup thread run abandoned connection cleanup thread java at java util concurrent thread pool executor run worker unknown source at java util concurrent thread pool executor worker run unknown source at java lang thread run unknown source qq com remove abandoned remove abandoned string filters stat integer initial size integer max active integer max wait integer time between eviction runs millis integer min evictable idle time millis remove abandoned timeout remove abandoned true integer remove abandoned timeout log abandoned true string validation query select test idle true test on borrow false test on false pool prepared statements false integer max pool prepared statement per connection size https github com alibaba druid wiki druid data source e d e bd ae remove abandoned
2887,并发 下有 问题 并发 调用 时候 有可能 已经 赋值 但是 还没 赋值 这时候 会 出现 空 指针 异常 方法 简单 加 解决 问题 应该 可以 代码 往上 移 com alibaba druid util my sql utils create xa connection error java sql sql feature not supported exception null at com alibaba druid util my sql utils create xa connection my sql utils java at com alibaba druid pool xa druid xa data source create physical xa connection druid xa data source java at com alibaba druid pool xa druid xa data source get xa connection druid xa data source java code major util null util error util name com mysql jdbc util method method util get method is jdbc util is jdbc method invoke null connection name com mysql jdbc connection method get pin global tx to physical connection connection get method get pin global tx to physical connection suspendable xa connection name com mysql jdbc jdbc optional suspendable xa connection constructor suspendable xa connection suspendable xa connection get constructor connection jdbc suspendable xa connection name com mysql jdbc jdbc optional jdbc suspendable xa connection constructor jdbc suspendable xa connection jdbc suspendable xa connection get constructor connection mysql xa connection name com mysql jdbc jdbc optional mysql xa connection constructor mysql xa connection mysql xa connection get constructor connection exception ex ex print stack trace util error true pin glob tx method get pin global tx to physical connection invoke physical conn util method get pin global tx to physical connection
2886,配置 连接 池 中 活动 连接 还是 会 出现 空的 情况 监控 页面 看到 活动 连接 数 此时 连接 池 配置 使用 场景 服务 线程 每天 都 会 线程 池 满 情况 导出 堆栈 信息 线程 中 多 等待 获取 连接 多个 等待 回收 连接 下面 两 种 堆栈 详情 请 问 能否 通过 配置 避免 这个 问题 调 大 值 时候 等待 线程 数 变 多 为什么 这样 高 并发 需要 获得 连接 时候 这么 多 线程 回收 连接 呢 还有 导出 线程 堆栈 来看 其中 线程 等待 方法 中 处 线程 等待 方法 处 keep alive https user images githubusercontent com e aa dd e fef b c c d d bd png https user images githubusercontent com a bc dd e f f a png https user images githubusercontent com c feae dd e eb a e png dubbo dubbo https user images githubusercontent com f d dd a e f d be f png https user images githubusercontent com bb d dd a e a d e png max wait thread count min idle recycle get connection internal lock lock interruptibly recycle lock lock
2885,区别 什么 参考 配置 中 没有 明确 提到 区别 字面 意思 初始化 大小 没 大佬 解答 一下 假设 小于 应用 初始化 时会 然后 慢慢 升到 如果 已经 够用 连接 数 会 升到 吗 还是 一直 保持 呢 假设 大于 应用 初始化 时会 如果 已经 够用 甚至 空余 连接 数 会 慢慢 降到 initial size min idle https github com alibaba druid wiki druid data source e d e bd ae initial size min idle initial size min idle initial size min idle initial size min idle initial size initial size min idle initial size initial size min idle
